adm_0_name,adm_1_name,adm_2_name,full_name,ISO_A0,FAO_GAUL_code,RNE_iso_code,IBGE_code,calendar_start_date,calendar_end_date,Year,dengue_total,case_definition_standardised,S_res,T_res,UUID,region
ANGUILLA,NA,NA,ANGUILLA,AIA,9,AIA,NA,2018-12-30,2019-01-05,2018,0,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-01,PAHO
ANGUILLA,NA,NA,ANGUILLA,AIA,9,AIA,NA,2018-04-29,2018-05-05,2018,0,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-18,PAHO
ANGUILLA,NA,NA,ANGUILLA,AIA,9,AIA,NA,2019-01-01,2019-12-31,2019,6,Total,Admin0,Year,WHOPAHO-ALL-19802024-Y03-00,PAHO
ANGUILLA,NA,NA,ANGUILLA,AIA,9,AIA,NA,2018-04-15,2018-04-21,2018,0,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-16,PAHO
ANGUILLA,NA,NA,ANGUILLA,AIA,9,AIA,NA,2018-05-20,2018-05-26,2018,0,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-21,PAHO
ANGUILLA,NA,NA,ANGUILLA,AIA,9,AIA,NA,2018-05-27,2018-06-02,2018,0,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-22,PAHO
ANGUILLA,NA,NA,ANGUILLA,AIA,9,AIA,NA,2018-06-03,2018-06-09,2018,0,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-23,PAHO
ANGUILLA,NA,NA,ANGUILLA,AIA,9,AIA,NA,2018-04-22,2018-04-28,2018,0,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-17,PAHO
ANGUILLA,NA,NA,ANGUILLA,AIA,9,AIA,NA,2018-06-17,2018-06-23,2018,0,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-25,PAHO
ANGUILLA,NA,NA,ANGUILLA,AIA,9,AIA,NA,2018-06-24,2018-06-30,2018,0,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-26,PAHO
ANGUILLA,NA,NA,ANGUILLA,AIA,9,AIA,NA,2018-07-01,2018-07-07,2018,0,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-27,PAHO
ANGUILLA,NA,NA,ANGUILLA,AIA,9,AIA,NA,2018-06-10,2018-06-16,2018,0,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-24,PAHO
ANGUILLA,NA,NA,ANGUILLA,AIA,9,AIA,NA,2023-01-01,2023-01-07,2023,0,Total,Admin0,Week,WHOPAHO-ALL-20222024-W02-01,PAHO
ANGUILLA,NA,NA,ANGUILLA,AIA,9,AIA,NA,2023-01-08,2023-01-14,2023,0,Total,Admin0,Week,WHOPAHO-ALL-20222024-W02-02,PAHO
ANGUILLA,NA,NA,ANGUILLA,AIA,9,AIA,NA,2018-05-06,2018-05-12,2018,0,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-19,PAHO
ANGUILLA,NA,NA,ANGUILLA,AIA,9,AIA,NA,2020-01-01,2020-12-31,2020,6,Total,Admin0,Year,WHOPAHO-ALL-19802024-Y03-00,PAHO
ANGUILLA,NA,NA,ANGUILLA,AIA,9,AIA,NA,2018-05-13,2018-05-19,2018,0,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-20,PAHO
ANGUILLA,NA,NA,ANGUILLA,AIA,9,AIA,NA,2018-08-19,2018-08-25,2018,0,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-34,PAHO
ANGUILLA,NA,NA,ANGUILLA,AIA,9,AIA,NA,2018-08-26,2018-09-01,2018,0,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-35,PAHO
ANGUILLA,NA,NA,ANGUILLA,AIA,9,AIA,NA,2018-09-02,2018-09-08,2018,0,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-36,PAHO
ANGUILLA,NA,NA,ANGUILLA,AIA,9,AIA,NA,2018-09-09,2018-09-15,2018,0,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-37,PAHO
ANGUILLA,NA,NA,ANGUILLA,AIA,9,AIA,NA,2018-09-16,2018-09-22,2018,0,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-38,PAHO
ANGUILLA,NA,NA,ANGUILLA,AIA,9,AIA,NA,2018-09-23,2018-09-29,2018,0,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-39,PAHO
ANGUILLA,NA,NA,ANGUILLA,AIA,9,AIA,NA,2018-09-30,2018-10-06,2018,0,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-40,PAHO
ANGUILLA,NA,NA,ANGUILLA,AIA,9,AIA,NA,2018-07-08,2018-07-14,2018,1,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-28,PAHO
ANGUILLA,NA,NA,ANGUILLA,AIA,9,AIA,NA,2018-07-15,2018-07-21,2018,0,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-29,PAHO
ANGUILLA,NA,NA,ANGUILLA,AIA,9,AIA,NA,2018-07-22,2018-07-28,2018,0,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-30,PAHO
ANGUILLA,NA,NA,ANGUILLA,AIA,9,AIA,NA,2023-01-15,2023-01-21,2023,0,Total,Admin0,Week,WHOPAHO-ALL-20222024-W02-03,PAHO
ANGUILLA,NA,NA,ANGUILLA,AIA,9,AIA,NA,2023-01-22,2023-01-28,2023,0,Total,Admin0,Week,WHOPAHO-ALL-20222024-W02-04,PAHO
ANGUILLA,NA,NA,ANGUILLA,AIA,9,AIA,NA,2018-08-12,2018-08-18,2018,0,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-33,PAHO
ANGUILLA,NA,NA,ANGUILLA,AIA,9,AIA,NA,2018-11-18,2018-11-24,2018,0,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-47,PAHO
ANGUILLA,NA,NA,ANGUILLA,AIA,9,AIA,NA,2018-11-25,2018-12-01,2018,0,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-48,PAHO
ANGUILLA,NA,NA,ANGUILLA,AIA,9,AIA,NA,2018-12-02,2018-12-08,2018,0,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-49,PAHO
ANGUILLA,NA,NA,ANGUILLA,AIA,9,AIA,NA,2018-12-09,2018-12-15,2018,0,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-50,PAHO
ANGUILLA,NA,NA,ANGUILLA,AIA,9,AIA,NA,2018-12-16,2018-12-22,2018,0,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-51,PAHO
ANGUILLA,NA,NA,ANGUILLA,AIA,9,AIA,NA,2018-12-23,2018-12-29,2018,0,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-52,PAHO
ANGUILLA,NA,NA,ANGUILLA,AIA,9,AIA,NA,2018-03-18,2018-03-24,2018,0,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-12,PAHO
ANGUILLA,NA,NA,ANGUILLA,AIA,9,AIA,NA,2018-03-25,2018-03-31,2018,0,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-13,PAHO
ANGUILLA,NA,NA,ANGUILLA,AIA,9,AIA,NA,2018-04-01,2018-04-07,2018,0,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-14,PAHO
ANGUILLA,NA,NA,ANGUILLA,AIA,9,AIA,NA,2018-04-08,2018-04-14,2018,0,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-15,PAHO
ANGUILLA,NA,NA,ANGUILLA,AIA,9,AIA,NA,2018-07-29,2018-08-04,2018,0,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-31,PAHO
ANGUILLA,NA,NA,ANGUILLA,AIA,9,AIA,NA,2018-08-05,2018-08-11,2018,0,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-32,PAHO
ANGUILLA,NA,NA,ANGUILLA,AIA,9,AIA,NA,2018-11-11,2018-11-17,2018,0,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-46,PAHO
ANGUILLA,NA,NA,ANGUILLA,AIA,9,AIA,NA,2023-01-29,2023-02-04,2023,0,Total,Admin0,Week,WHOPAHO-ALL-20222024-W02-05,PAHO
ANGUILLA,NA,NA,ANGUILLA,AIA,9,AIA,NA,2023-02-05,2023-02-11,2023,0,Total,Admin0,Week,WHOPAHO-ALL-20222024-W02-06,PAHO
ANGUILLA,NA,NA,ANGUILLA,AIA,9,AIA,NA,2023-02-12,2023-02-18,2023,0,Total,Admin0,Week,WHOPAHO-ALL-20222024-W02-07,PAHO
ANGUILLA,NA,NA,ANGUILLA,AIA,9,AIA,NA,2023-02-19,2023-02-25,2023,0,Total,Admin0,Week,WHOPAHO-ALL-20222024-W02-08,PAHO
ANGUILLA,NA,NA,ANGUILLA,AIA,9,AIA,NA,2023-02-26,2023-03-04,2023,0,Total,Admin0,Week,WHOPAHO-ALL-20222024-W02-09,PAHO
ANGUILLA,NA,NA,ANGUILLA,AIA,9,AIA,NA,2023-03-05,2023-03-11,2023,0,Total,Admin0,Week,WHOPAHO-ALL-20222024-W02-10,PAHO
ANGUILLA,NA,NA,ANGUILLA,AIA,9,AIA,NA,2023-03-12,2023-03-18,2023,0,Total,Admin0,Week,WHOPAHO-ALL-20222024-W02-11,PAHO
ANGUILLA,NA,NA,ANGUILLA,AIA,9,AIA,NA,2023-03-19,2023-03-25,2023,0,Total,Admin0,Week,WHOPAHO-ALL-20222024-W02-12,PAHO
ANGUILLA,NA,NA,ANGUILLA,AIA,9,AIA,NA,2023-04-16,2023-04-22,2023,0,Total,Admin0,Week,WHOPAHO-ALL-20222024-W02-16,PAHO
ANGUILLA,NA,NA,ANGUILLA,AIA,9,AIA,NA,2023-04-23,2023-04-29,2023,0,Total,Admin0,Week,WHOPAHO-ALL-20222024-W02-17,PAHO
ANGUILLA,NA,NA,ANGUILLA,AIA,9,AIA,NA,2023-04-30,2023-05-06,2023,0,Total,Admin0,Week,WHOPAHO-ALL-20222024-W02-18,PAHO
ANGUILLA,NA,NA,ANGUILLA,AIA,9,AIA,NA,2023-05-07,2023-05-13,2023,0,Total,Admin0,Week,WHOPAHO-ALL-20222024-W02-19,PAHO
ANGUILLA,NA,NA,ANGUILLA,AIA,9,AIA,NA,2023-05-14,2023-05-20,2023,0,Total,Admin0,Week,WHOPAHO-ALL-20222024-W02-20,PAHO
ANGUILLA,NA,NA,ANGUILLA,AIA,9,AIA,NA,2023-05-21,2023-05-27,2023,0,Total,Admin0,Week,WHOPAHO-ALL-20222024-W02-21,PAHO
ANGUILLA,NA,NA,ANGUILLA,AIA,9,AIA,NA,2023-05-28,2023-06-03,2023,0,Total,Admin0,Week,WHOPAHO-ALL-20222024-W02-22,PAHO
ANGUILLA,NA,NA,ANGUILLA,AIA,9,AIA,NA,2023-06-04,2023-06-10,2023,0,Total,Admin0,Week,WHOPAHO-ALL-20222024-W02-23,PAHO
ANGUILLA,NA,NA,ANGUILLA,AIA,9,AIA,NA,2018-10-07,2018-10-13,2018,0,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-41,PAHO
ANGUILLA,NA,NA,ANGUILLA,AIA,9,AIA,NA,2018-10-14,2018-10-20,2018,0,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-42,PAHO
ANGUILLA,NA,NA,ANGUILLA,AIA,9,AIA,NA,2023-03-26,2023-04-01,2023,0,Total,Admin0,Week,WHOPAHO-ALL-20222024-W02-13,PAHO
ANGUILLA,NA,NA,ANGUILLA,AIA,9,AIA,NA,2023-04-02,2023-04-08,2023,0,Total,Admin0,Week,WHOPAHO-ALL-20222024-W02-14,PAHO
ANGUILLA,NA,NA,ANGUILLA,AIA,9,AIA,NA,2023-04-09,2023-04-15,2023,0,Total,Admin0,Week,WHOPAHO-ALL-20222024-W02-15,PAHO
ANGUILLA,NA,NA,ANGUILLA,AIA,9,AIA,NA,2023-09-24,2023-09-30,2023,0,Total,Admin0,Week,WHOPAHO-ALL-20222024-W02-39,PAHO
ANGUILLA,NA,NA,ANGUILLA,AIA,9,AIA,NA,2023-10-01,2023-10-07,2023,0,Total,Admin0,Week,WHOPAHO-ALL-20222024-W02-40,PAHO
ANGUILLA,NA,NA,ANGUILLA,AIA,9,AIA,NA,2023-10-08,2023-10-14,2023,0,Total,Admin0,Week,WHOPAHO-ALL-20222024-W02-41,PAHO
ANGUILLA,NA,NA,ANGUILLA,AIA,9,AIA,NA,2023-10-15,2023-10-21,2023,0,Total,Admin0,Week,WHOPAHO-ALL-20222024-W02-42,PAHO
ANGUILLA,NA,NA,ANGUILLA,AIA,9,AIA,NA,2023-10-22,2023-10-28,2023,0,Total,Admin0,Week,WHOPAHO-ALL-20222024-W02-43,PAHO
ANGUILLA,NA,NA,ANGUILLA,AIA,9,AIA,NA,2018-10-21,2018-10-27,2018,0,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-43,PAHO
ANGUILLA,NA,NA,ANGUILLA,AIA,9,AIA,NA,2018-10-28,2018-11-03,2018,0,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-44,PAHO
ANGUILLA,NA,NA,ANGUILLA,AIA,9,AIA,NA,2018-11-04,2018-11-10,2018,0,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-45,PAHO
ANGUILLA,NA,NA,ANGUILLA,AIA,9,AIA,NA,2018-01-21,2018-01-27,2018,0,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-04,PAHO
ANGUILLA,NA,NA,ANGUILLA,AIA,9,AIA,NA,2018-01-28,2018-02-03,2018,0,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-05,PAHO
ANGUILLA,NA,NA,ANGUILLA,AIA,9,AIA,NA,2018-02-04,2018-02-10,2018,0,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-06,PAHO
ANGUILLA,NA,NA,ANGUILLA,AIA,9,AIA,NA,2018-02-11,2018-02-17,2018,0,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-07,PAHO
ANGUILLA,NA,NA,ANGUILLA,AIA,9,AIA,NA,2018-02-18,2018-02-24,2018,0,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-08,PAHO
ANGUILLA,NA,NA,ANGUILLA,AIA,9,AIA,NA,2018-02-25,2018-03-03,2018,0,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-09,PAHO
ANGUILLA,NA,NA,ANGUILLA,AIA,9,AIA,NA,2018-03-04,2018-03-10,2018,0,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-10,PAHO
ANGUILLA,NA,NA,ANGUILLA,AIA,9,AIA,NA,2018-03-11,2018-03-17,2018,0,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-11,PAHO
ANGUILLA,NA,NA,ANGUILLA,AIA,9,AIA,NA,2023-09-03,2023-09-09,2023,0,Total,Admin0,Week,WHOPAHO-ALL-20222024-W02-36,PAHO
ANGUILLA,NA,NA,ANGUILLA,AIA,9,AIA,NA,2023-09-10,2023-09-16,2023,0,Total,Admin0,Week,WHOPAHO-ALL-20222024-W02-37,PAHO
ANGUILLA,NA,NA,ANGUILLA,AIA,9,AIA,NA,2023-09-17,2023-09-23,2023,0,Total,Admin0,Week,WHOPAHO-ALL-20222024-W02-38,PAHO
ANGUILLA,NA,NA,ANGUILLA,AIA,9,AIA,NA,2023-12-24,2023-12-30,2023,1,Total,Admin0,Week,WHOPAHO-ALL-20222024-W02-52,PAHO
ANGUILLA,NA,NA,ANGUILLA,AIA,9,AIA,NA,2024-01-01,2024-12-31,2024,5,Total,Admin0,Year,WHOPAHO-ALL-19802024-Y03-01,PAHO
ANGUILLA,NA,NA,ANGUILLA,AIA,9,AIA,NA,2023-07-02,2023-07-08,2023,0,Total,Admin0,Week,WHOPAHO-ALL-20222024-W02-27,PAHO
ANGUILLA,NA,NA,ANGUILLA,AIA,9,AIA,NA,2023-07-09,2023-07-15,2023,0,Total,Admin0,Week,WHOPAHO-ALL-20222024-W02-28,PAHO
ANGUILLA,NA,NA,ANGUILLA,AIA,9,AIA,NA,2023-07-16,2023-07-22,2023,0,Total,Admin0,Week,WHOPAHO-ALL-20222024-W02-29,PAHO
ANGUILLA,NA,NA,ANGUILLA,AIA,9,AIA,NA,2023-10-29,2023-11-04,2023,0,Total,Admin0,Week,WHOPAHO-ALL-20222024-W02-44,PAHO
ANGUILLA,NA,NA,ANGUILLA,AIA,9,AIA,NA,2023-11-05,2023-11-11,2023,0,Total,Admin0,Week,WHOPAHO-ALL-20222024-W02-45,PAHO
ANGUILLA,NA,NA,ANGUILLA,AIA,9,AIA,NA,2023-11-12,2023-11-18,2023,0,Total,Admin0,Week,WHOPAHO-ALL-20222024-W02-46,PAHO
ANGUILLA,NA,NA,ANGUILLA,AIA,9,AIA,NA,2023-11-19,2023-11-25,2023,0,Total,Admin0,Week,WHOPAHO-ALL-20222024-W02-47,PAHO
ANGUILLA,NA,NA,ANGUILLA,AIA,9,AIA,NA,2023-11-26,2023-12-02,2023,0,Total,Admin0,Week,WHOPAHO-ALL-20222024-W02-48,PAHO
ANGUILLA,NA,NA,ANGUILLA,AIA,9,AIA,NA,2023-12-03,2023-12-09,2023,0,Total,Admin0,Week,WHOPAHO-ALL-20222024-W02-49,PAHO
ANGUILLA,NA,NA,ANGUILLA,AIA,9,AIA,NA,2023-12-10,2023-12-16,2023,0,Total,Admin0,Week,WHOPAHO-ALL-20222024-W02-50,PAHO
ANGUILLA,NA,NA,ANGUILLA,AIA,9,AIA,NA,2023-12-17,2023-12-23,2023,0,Total,Admin0,Week,WHOPAHO-ALL-20222024-W02-51,PAHO
ANGUILLA,NA,NA,ANGUILLA,AIA,9,AIA,NA,2023-06-18,2023-06-24,2023,0,Total,Admin0,Week,WHOPAHO-ALL-20222024-W02-25,PAHO
ANGUILLA,NA,NA,ANGUILLA,AIA,9,AIA,NA,2023-06-25,2023-07-01,2023,0,Total,Admin0,Week,WHOPAHO-ALL-20222024-W02-26,PAHO
ANGUILLA,NA,NA,ANGUILLA,AIA,9,AIA,NA,2018-01-07,2018-01-13,2018,0,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-02,PAHO
ANGUILLA,NA,NA,ANGUILLA,AIA,9,AIA,NA,2018-01-14,2018-01-20,2018,0,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-03,PAHO
ANGUILLA,NA,NA,ANGUILLA,AIA,9,AIA,NA,2023-07-23,2023-07-29,2023,0,Total,Admin0,Week,WHOPAHO-ALL-20222024-W02-30,PAHO
ANGUILLA,NA,NA,ANGUILLA,AIA,9,AIA,NA,2023-07-30,2023-08-05,2023,0,Total,Admin0,Week,WHOPAHO-ALL-20222024-W02-31,PAHO
ANGUILLA,NA,NA,ANGUILLA,AIA,9,AIA,NA,2023-08-06,2023-08-12,2023,0,Total,Admin0,Week,WHOPAHO-ALL-20222024-W02-32,PAHO
ANGUILLA,NA,NA,ANGUILLA,AIA,9,AIA,NA,2023-08-13,2023-08-19,2023,0,Total,Admin0,Week,WHOPAHO-ALL-20222024-W02-33,PAHO
ANGUILLA,NA,NA,ANGUILLA,AIA,9,AIA,NA,2023-08-20,2023-08-26,2023,0,Total,Admin0,Week,WHOPAHO-ALL-20222024-W02-34,PAHO
ANGUILLA,NA,NA,ANGUILLA,AIA,9,AIA,NA,2023-08-27,2023-09-02,2023,0,Total,Admin0,Week,WHOPAHO-ALL-20222024-W02-35,PAHO
ANGUILLA,NA,NA,ANGUILLA,AIA,9,AIA,NA,2023-06-11,2023-06-17,2023,0,Total,Admin0,Week,WHOPAHO-ALL-20222024-W02-24,PAHO
ANTIGUA AND BARBUDA,NA,NA,ANTIGUA AND BARBUDA,ATG,11,ATG,NA,2021-01-01,2021-12-31,2021,46,Total,Admin0,Year,WHOPAHO-ALL-19802024-Y03-00,PAHO
ANTIGUA AND BARBUDA,NA,NA,ANTIGUA AND BARBUDA,ATG,11,ATG,NA,2022-01-01,2022-12-31,2022,48,Total,Admin0,Year,WHOPAHO-ALL-19802024-Y03-01,PAHO
ANTIGUA AND BARBUDA,NA,NA,ANTIGUA AND BARBUDA,ATG,11,ATG,NA,2023-01-01,2023-01-07,2023,0,Total,Admin0,Week,WHOPAHO-ALL-20222024-W02-01,PAHO
ANTIGUA AND BARBUDA,NA,NA,ANTIGUA AND BARBUDA,ATG,11,ATG,NA,2023-01-08,2023-01-14,2023,0,Total,Admin0,Week,WHOPAHO-ALL-20222024-W02-02,PAHO
ANTIGUA AND BARBUDA,NA,NA,ANTIGUA AND BARBUDA,ATG,11,ATG,NA,2023-01-15,2023-01-21,2023,0,Total,Admin0,Week,WHOPAHO-ALL-20222024-W02-03,PAHO
ANTIGUA AND BARBUDA,NA,NA,ANTIGUA AND BARBUDA,ATG,11,ATG,NA,2024-01-01,2024-12-31,2024,169,Total,Admin0,Year,WHOPAHO-ALL-19802024-Y03-01,PAHO
ANTIGUA AND BARBUDA,NA,NA,ANTIGUA AND BARBUDA,ATG,11,ATG,NA,2023-12-31,2024-01-06,2023,20,Total,Admin0,Week,WHOPAHO-ALL-20222024-W02-01 (Imputed),PAHO
ANTIGUA AND BARBUDA,NA,NA,ANTIGUA AND BARBUDA,ATG,11,ATG,NA,2020-01-01,2020-12-31,2020,407,Total,Admin0,Year,WHOPAHO-ALL-19802024-Y03-00,PAHO
ANTIGUA AND BARBUDA,NA,NA,ANTIGUA AND BARBUDA,ATG,11,ATG,NA,2023-03-19,2023-03-25,2023,0,Total,Admin0,Week,WHOPAHO-ALL-20222024-W02-12,PAHO
ANTIGUA AND BARBUDA,NA,NA,ANTIGUA AND BARBUDA,ATG,11,ATG,NA,2023-03-26,2023-04-01,2023,3,Total,Admin0,Week,WHOPAHO-ALL-20222024-W02-13,PAHO
ANTIGUA AND BARBUDA,NA,NA,ANTIGUA AND BARBUDA,ATG,11,ATG,NA,2023-04-02,2023-04-08,2023,3,Total,Admin0,Week,WHOPAHO-ALL-20222024-W02-14,PAHO
ANTIGUA AND BARBUDA,NA,NA,ANTIGUA AND BARBUDA,ATG,11,ATG,NA,2023-04-09,2023-04-15,2023,1,Total,Admin0,Week,WHOPAHO-ALL-20222024-W02-15,PAHO
ANTIGUA AND BARBUDA,NA,NA,ANTIGUA AND BARBUDA,ATG,11,ATG,NA,2023-04-16,2023-04-22,2023,0,Total,Admin0,Week,WHOPAHO-ALL-20222024-W02-16,PAHO
ANTIGUA AND BARBUDA,NA,NA,ANTIGUA AND BARBUDA,ATG,11,ATG,NA,2023-01-22,2023-01-28,2023,0,Total,Admin0,Week,WHOPAHO-ALL-20222024-W02-04,PAHO
ANTIGUA AND BARBUDA,NA,NA,ANTIGUA AND BARBUDA,ATG,11,ATG,NA,2023-01-29,2023-02-04,2023,0,Total,Admin0,Week,WHOPAHO-ALL-20222024-W02-05,PAHO
ANTIGUA AND BARBUDA,NA,NA,ANTIGUA AND BARBUDA,ATG,11,ATG,NA,2023-02-05,2023-02-11,2023,3,Total,Admin0,Week,WHOPAHO-ALL-20222024-W02-06,PAHO
ANTIGUA AND BARBUDA,NA,NA,ANTIGUA AND BARBUDA,ATG,11,ATG,NA,2023-02-12,2023-02-18,2023,3,Total,Admin0,Week,WHOPAHO-ALL-20222024-W02-07,PAHO
ANTIGUA AND BARBUDA,NA,NA,ANTIGUA AND BARBUDA,ATG,11,ATG,NA,2023-02-19,2023-02-25,2023,2,Total,Admin0,Week,WHOPAHO-ALL-20222024-W02-08,PAHO
ANTIGUA AND BARBUDA,NA,NA,ANTIGUA AND BARBUDA,ATG,11,ATG,NA,2023-02-26,2023-03-04,2023,3,Total,Admin0,Week,WHOPAHO-ALL-20222024-W02-09,PAHO
ANTIGUA AND BARBUDA,NA,NA,ANTIGUA AND BARBUDA,ATG,11,ATG,NA,2023-03-05,2023-03-11,2023,1,Total,Admin0,Week,WHOPAHO-ALL-20222024-W02-10,PAHO
ANTIGUA AND BARBUDA,NA,NA,ANTIGUA AND BARBUDA,ATG,11,ATG,NA,2023-03-12,2023-03-18,2023,1,Total,Admin0,Week,WHOPAHO-ALL-20222024-W02-11,PAHO
ANTIGUA AND BARBUDA,NA,NA,ANTIGUA AND BARBUDA,ATG,11,ATG,NA,2023-09-24,2023-09-30,2023,6,Total,Admin0,Week,WHOPAHO-ALL-20222024-W02-39 (Imputed),PAHO
ANTIGUA AND BARBUDA,NA,NA,ANTIGUA AND BARBUDA,ATG,11,ATG,NA,2023-04-23,2023-04-29,2023,0,Total,Admin0,Week,WHOPAHO-ALL-20222024-W02-17,PAHO
ANTIGUA AND BARBUDA,NA,NA,ANTIGUA AND BARBUDA,ATG,11,ATG,NA,2023-04-30,2023-05-06,2023,0,Total,Admin0,Week,WHOPAHO-ALL-20222024-W02-18,PAHO
ANTIGUA AND BARBUDA,NA,NA,ANTIGUA AND BARBUDA,ATG,11,ATG,NA,2023-08-13,2023-08-19,2023,0,Total,Admin0,Week,WHOPAHO-ALL-20222024-W02-33 (Imputed),PAHO
ANTIGUA AND BARBUDA,NA,NA,ANTIGUA AND BARBUDA,ATG,11,ATG,NA,2023-08-20,2023-08-26,2023,0,Total,Admin0,Week,WHOPAHO-ALL-20222024-W02-34 (Imputed),PAHO
ANTIGUA AND BARBUDA,NA,NA,ANTIGUA AND BARBUDA,ATG,11,ATG,NA,2023-08-27,2023-09-02,2023,1,Total,Admin0,Week,WHOPAHO-ALL-20222024-W02-35 (Imputed),PAHO
ANTIGUA AND BARBUDA,NA,NA,ANTIGUA AND BARBUDA,ATG,11,ATG,NA,2023-09-03,2023-09-09,2023,2,Total,Admin0,Week,WHOPAHO-ALL-20222024-W02-36,PAHO
ANTIGUA AND BARBUDA,NA,NA,ANTIGUA AND BARBUDA,ATG,11,ATG,NA,2023-09-10,2023-09-16,2023,4,Total,Admin0,Week,WHOPAHO-ALL-20222024-W02-37 (Imputed),PAHO
ANTIGUA AND BARBUDA,NA,NA,ANTIGUA AND BARBUDA,ATG,11,ATG,NA,2023-09-17,2023-09-23,2023,7,Total,Admin0,Week,WHOPAHO-ALL-20222024-W02-38 (Imputed),PAHO
ANTIGUA AND BARBUDA,NA,NA,ANTIGUA AND BARBUDA,ATG,11,ATG,NA,2023-12-24,2023-12-30,2023,63,Total,Admin0,Week,WHOPAHO-ALL-20222024-W02-52,PAHO
ANTIGUA AND BARBUDA,NA,NA,ANTIGUA AND BARBUDA,ATG,11,ATG,NA,2017-12-31,2018-01-06,2017,0,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-01 (Imputed),PAHO
ANTIGUA AND BARBUDA,NA,NA,ANTIGUA AND BARBUDA,ATG,11,ATG,NA,2023-11-19,2023-11-25,2023,10,Total,Admin0,Week,WHOPAHO-ALL-20222024-W02-47 (Imputed),PAHO
ANTIGUA AND BARBUDA,NA,NA,ANTIGUA AND BARBUDA,ATG,11,ATG,NA,2023-10-29,2023-11-04,2023,0,Total,Admin0,Week,WHOPAHO-ALL-20222024-W02-44,PAHO
ANTIGUA AND BARBUDA,NA,NA,ANTIGUA AND BARBUDA,ATG,11,ATG,NA,2018-01-01,2018-12-31,2018,8,Total,Admin0,Year,WHOPAHO-ALL-19802024-Y03-00,PAHO
ANTIGUA AND BARBUDA,NA,NA,ANTIGUA AND BARBUDA,ATG,11,ATG,NA,2019-01-01,2019-12-31,2019,1223,Total,Admin0,Year,WHOPAHO-ALL-19802024-Y03-00,PAHO
ANTIGUA AND BARBUDA,NA,NA,ANTIGUA AND BARBUDA,ATG,11,ATG,NA,2023-12-17,2023-12-23,2023,49,Total,Admin0,Week,WHOPAHO-ALL-20222024-W02-51 (Imputed),PAHO
ANTIGUA AND BARBUDA,NA,NA,ANTIGUA AND BARBUDA,ATG,11,ATG,NA,2023-11-26,2023-12-02,2023,18,Total,Admin0,Week,WHOPAHO-ALL-20222024-W02-48 (Imputed),PAHO
