"ISO3","Name","Admin Level","Metric","Units","Year","Value"
"UGA","Uganda","admin0","Infection Prevalence","per 100 Children",2022,21.6124840634694
"UGA","Uganda","admin0","Infection Prevalence","per 100 Children",2023,20.6437947436448
"UGA","Uganda","admin0","Infection Prevalence","per 100 Children",2024,21.2994986958692
"UGA","Uganda","admin0","Mortality Rate","Deaths per 100 Thousand",2022,70.5835791469361
"UGA","Uganda","admin0","Mortality Rate","Deaths per 100 Thousand",2023,57.5429931213451
"UGA","Uganda","admin0","Mortality Rate","Deaths per 100 Thousand",2024,57.0359433424907
"UZB","Uzbekistan","admin0","Incidence Rate","Cases per Thousand",2022,0
"UZB","Uzbekistan","admin0","Incidence Rate","Cases per Thousand",2023,0
"UZB","Uzbekistan","admin0","Incidence Rate","Cases per Thousand",2024,0
"UZB","Uzbekistan","admin0","Infection Prevalence","per 100 Children",2022,0
"UZB","Uzbekistan","admin0","Infection Prevalence","per 100 Children",2023,0
"UZB","Uzbekistan","admin0","Infection Prevalence","per 100 Children",2024,0
"UZB","Uzbekistan","admin0","Mortality Rate","Deaths per 100 Thousand",2022,0
"UZB","Uzbekistan","admin0","Mortality Rate","Deaths per 100 Thousand",2023,0
"UZB","Uzbekistan","admin0","Mortality Rate","Deaths per 100 Thousand",2024,0
"VEN","Venezuela","admin0","Incidence Rate","Cases per Thousand",2022,2.61115084933258
"VEN","Venezuela","admin0","Incidence Rate","Cases per Thousand",2023,2.84196608579705
"VEN","Venezuela","admin0","Incidence Rate","Cases per Thousand",2024,2.51990997914361
"VEN","Venezuela","admin0","Infection Prevalence","per 100 Children",2022,0.133413105662503
"VEN","Venezuela","admin0","Infection Prevalence","per 100 Children",2023,0.14877303322933
"VEN","Venezuela","admin0","Infection Prevalence","per 100 Children",2024,0.12941723268928398
"VEN","Venezuela","admin0","Mortality Rate","Deaths per 100 Thousand",2022,0.475514476645493
"VEN","Venezuela","admin0","Mortality Rate","Deaths per 100 Thousand",2023,0.833540308109489
"VEN","Venezuela","admin0","Mortality Rate","Deaths per 100 Thousand",2024,0.7345893949580741
"VNM","Vietnam","admin0","Incidence Rate","Cases per Thousand",2022,0.0068096640181492
"VNM","Vietnam","admin0","Incidence Rate","Cases per Thousand",2023,0.0027985490806052803
"VNM","Vietnam","admin0","Incidence Rate","Cases per Thousand",2024,0.00422521797650174
"VNM","Vietnam","admin0","Infection Prevalence","per 100 Children",2022,0.00026049655101701997
"VNM","Vietnam","admin0","Infection Prevalence","per 100 Children",2023,0.000107026797410647
"VNM","Vietnam","admin0","Infection Prevalence","per 100 Children",2024,0.000161607540727455
"VNM","Vietnam","admin0","Mortality Rate","Deaths per 100 Thousand",2022,0.00293577475207849
"VNM","Vietnam","admin0","Mortality Rate","Deaths per 100 Thousand",2023,0.0121395020594857
"VNM","Vietnam","admin0","Mortality Rate","Deaths per 100 Thousand",2024,0.013599683496616999
"VUT","Vanuatu","admin0","Incidence Rate","Cases per Thousand",2022,0
"VUT","Vanuatu","admin0","Incidence Rate","Cases per Thousand",2023,0.0354514524635342
"VUT","Vanuatu","admin0","Incidence Rate","Cases per Thousand",2024,0.0153730100354783
"VUT","Vanuatu","admin0","Infection Prevalence","per 100 Children",2022,0
"VUT","Vanuatu","admin0","Infection Prevalence","per 100 Children",2023,0.00135636348113316
"VUT","Vanuatu","admin0","Infection Prevalence","per 100 Children",2024,0.000588459650481128
"VUT","Vanuatu","admin0","Mortality Rate","Deaths per 100 Thousand",2022,0
"VUT","Vanuatu","admin0","Mortality Rate","Deaths per 100 Thousand",2023,0.00112479281613955
"VUT","Vanuatu","admin0","Mortality Rate","Deaths per 100 Thousand",2024,0
"YEM","Yemen","admin0","Incidence Rate","Cases per Thousand",2022,44.0107371335905
"YEM","Yemen","admin0","Incidence Rate","Cases per Thousand",2023,40.364825208225604
"YEM","Yemen","admin0","Incidence Rate","Cases per Thousand",2024,39.6540117550925
"YEM","Yemen","admin0","Infection Prevalence","per 100 Children",2022,2.18679306860877
"YEM","Yemen","admin0","Infection Prevalence","per 100 Children",2023,2.0005011605059
"YEM","Yemen","admin0","Infection Prevalence","per 100 Children",2024,1.96766329120007
"YEM","Yemen","admin0","Mortality Rate","Deaths per 100 Thousand",2022,12.0714199905713
"YEM","Yemen","admin0","Mortality Rate","Deaths per 100 Thousand",2023,12.260645599560899
"YEM","Yemen","admin0","Mortality Rate","Deaths per 100 Thousand",2024,12.0118549725929
"ZAF","South Africa","admin0","Incidence Rate","Cases per Thousand",2022,0.195874892629399
"ZAF","South Africa","admin0","Incidence Rate","Cases per Thousand",2023,0.467941741824623
"ZAF","South Africa","admin0","Incidence Rate","Cases per Thousand",2024,0.447911595427767
"ZAF","South Africa","admin0","Infection Prevalence","per 100 Children",2022,0.0074994242421739495
"ZAF","South Africa","admin0","Infection Prevalence","per 100 Children",2023,0.0179502898494728
"ZAF","South Africa","admin0","Infection Prevalence","per 100 Children",2024,0.017204126070504602
"ZAF","South Africa","admin0","Mortality Rate","Deaths per 100 Thousand",2022,0.0262622285189638
"ZAF","South Africa","admin0","Mortality Rate","Deaths per 100 Thousand",2023,0.0446812466856825
"ZAF","South Africa","admin0","Mortality Rate","Deaths per 100 Thousand",2024,0.0363646622615448
"ZMB","Zambia","admin0","Incidence Rate","Cases per Thousand",2022,182.18600791045301
"ZMB","Zambia","admin0","Incidence Rate","Cases per Thousand",2023,179.869858503037
"ZMB","Zambia","admin0","Incidence Rate","Cases per Thousand",2024,176.598002501764
"ZMB","Zambia","admin0","Infection Prevalence","per 100 Children",2022,14.319599750881101
"ZMB","Zambia","admin0","Infection Prevalence","per 100 Children",2023,13.919336659505799
"ZMB","Zambia","admin0","Infection Prevalence","per 100 Children",2024,13.6882843361244
"ZMB","Zambia","admin0","Mortality Rate","Deaths per 100 Thousand",2022,35.8421968732031
"ZMB","Zambia","admin0","Mortality Rate","Deaths per 100 Thousand",2023,30.0977145601414
"ZMB","Zambia","admin0","Mortality Rate","Deaths per 100 Thousand",2024,29.9358875177096
"ZWE","Zimbabwe","admin0","Incidence Rate","Cases per Thousand",2022,53.7276665069504
"ZWE","Zimbabwe","admin0","Incidence Rate","Cases per Thousand",2023,80.6110819476004
"ZWE","Zimbabwe","admin0","Incidence Rate","Cases per Thousand",2024,76.6171887959642
"ZWE","Zimbabwe","admin0","Infection Prevalence","per 100 Children",2022,2.19039196825032
"ZWE","Zimbabwe","admin0","Infection Prevalence","per 100 Children",2023,3.3838393954770902
"ZWE","Zimbabwe","admin0","Infection Prevalence","per 100 Children",2024,3.26786457400072
"ZWE","Zimbabwe","admin0","Mortality Rate","Deaths per 100 Thousand",2022,2.74905889464837
"ZWE","Zimbabwe","admin0","Mortality Rate","Deaths per 100 Thousand",2023,2.81635621075582
"ZWE","Zimbabwe","admin0","Mortality Rate","Deaths per 100 Thousand",2024,2.57124802751372
