"ISO3","Name","Admin Level","Metric","Units","Year","Value"
"MWI","Malawi","admin0","Infection Prevalence","per 100 Children",2024,19.20185934426
"MWI","Malawi","admin0","Mortality Rate","Deaths per 100 Thousand",2022,45.068369090813896
"MWI","Malawi","admin0","Mortality Rate","Deaths per 100 Thousand",2023,39.8347272921369
"MWI","Malawi","admin0","Mortality Rate","Deaths per 100 Thousand",2024,40.476891905096196
"MYS","Malaysia","admin0","Incidence Rate","Cases per Thousand",2022,0
"MYS","Malaysia","admin0","Incidence Rate","Cases per Thousand",2023,0
"MYS","Malaysia","admin0","Incidence Rate","Cases per Thousand",2024,0
"MYS","Malaysia","admin0","Infection Prevalence","per 100 Children",2022,0
"MYS","Malaysia","admin0","Infection Prevalence","per 100 Children",2023,0
"MYS","Malaysia","admin0","Infection Prevalence","per 100 Children",2024,0
"MYS","Malaysia","admin0","Mortality Rate","Deaths per 100 Thousand",2022,0
"MYS","Malaysia","admin0","Mortality Rate","Deaths per 100 Thousand",2023,0
"MYS","Malaysia","admin0","Mortality Rate","Deaths per 100 Thousand",2024,0
"MYT","Mayotte","admin0","Incidence Rate","Cases per Thousand",2022,0
"MYT","Mayotte","admin0","Incidence Rate","Cases per Thousand",2023,0
"MYT","Mayotte","admin0","Incidence Rate","Cases per Thousand",2024,0
"MYT","Mayotte","admin0","Infection Prevalence","per 100 Children",2022,0
"MYT","Mayotte","admin0","Infection Prevalence","per 100 Children",2023,0
"MYT","Mayotte","admin0","Infection Prevalence","per 100 Children",2024,0
"MYT","Mayotte","admin0","Mortality Rate","Deaths per 100 Thousand",2022,0
"MYT","Mayotte","admin0","Mortality Rate","Deaths per 100 Thousand",2023,0
"MYT","Mayotte","admin0","Mortality Rate","Deaths per 100 Thousand",2024,0
"NAM","Namibia","admin0","Incidence Rate","Cases per Thousand",2022,11.841294357490101
"NAM","Namibia","admin0","Incidence Rate","Cases per Thousand",2023,12.663238250148401
"NAM","Namibia","admin0","Incidence Rate","Cases per Thousand",2024,12.7936790027266
"NAM","Namibia","admin0","Infection Prevalence","per 100 Children",2022,0.4609131829425
"NAM","Namibia","admin0","Infection Prevalence","per 100 Children",2023,0.49298764359427
"NAM","Namibia","admin0","Infection Prevalence","per 100 Children",2024,0.498463690846084
"NAM","Namibia","admin0","Mortality Rate","Deaths per 100 Thousand",2022,0.938665665292174
"NAM","Namibia","admin0","Mortality Rate","Deaths per 100 Thousand",2023,2.1165126758963297
"NAM","Namibia","admin0","Mortality Rate","Deaths per 100 Thousand",2024,1.8974712198580501
"NER","Niger","admin0","Incidence Rate","Cases per Thousand",2022,279.086560430936
"NER","Niger","admin0","Incidence Rate","Cases per Thousand",2023,246.455732190079
"NER","Niger","admin0","Incidence Rate","Cases per Thousand",2024,245.41756215941902
"NER","Niger","admin0","Infection Prevalence","per 100 Children",2022,19.3725414909308
"NER","Niger","admin0","Infection Prevalence","per 100 Children",2023,16.7656695339709
"NER","Niger","admin0","Infection Prevalence","per 100 Children",2024,16.6907968161812
"NER","Niger","admin0","Mortality Rate","Deaths per 100 Thousand",2022,113.224627193187
"NER","Niger","admin0","Mortality Rate","Deaths per 100 Thousand",2023,116.466714035384
"NER","Niger","admin0","Mortality Rate","Deaths per 100 Thousand",2024,116.270360906442
"NGA","Nigeria","admin0","Incidence Rate","Cases per Thousand",2022,283.540085483852
"NGA","Nigeria","admin0","Incidence Rate","Cases per Thousand",2023,278.180079495182
"NGA","Nigeria","admin0","Incidence Rate","Cases per Thousand",2024,278.865617192141
"NGA","Nigeria","admin0","Infection Prevalence","per 100 Children",2022,23.4891647919951
"NGA","Nigeria","admin0","Infection Prevalence","per 100 Children",2023,23.9316593013735
"NGA","Nigeria","admin0","Infection Prevalence","per 100 Children",2024,24.138096304205998
"NGA","Nigeria","admin0","Mortality Rate","Deaths per 100 Thousand",2022,92.21783084153179
"NGA","Nigeria","admin0","Mortality Rate","Deaths per 100 Thousand",2023,88.4845039410317
"NGA","Nigeria","admin0","Mortality Rate","Deaths per 100 Thousand",2024,87.73344649603729
"NIC","Nicaragua","admin0","Incidence Rate","Cases per Thousand",2022,1.4232334535103401
"NIC","Nicaragua","admin0","Incidence Rate","Cases per Thousand",2023,0.329953083837301
"NIC","Nicaragua","admin0","Incidence Rate","Cases per Thousand",2024,0.106633726313959
"NIC","Nicaragua","admin0","Infection Prevalence","per 100 Children",2022,0.055446314762844805
"NIC","Nicaragua","admin0","Infection Prevalence","per 100 Children",2023,0.0127931531710062
"NIC","Nicaragua","admin0","Infection Prevalence","per 100 Children",2024,0.00413671278308627
"NIC","Nicaragua","admin0","Mortality Rate","Deaths per 100 Thousand",2022,0.17726188904780799
"NIC","Nicaragua","admin0","Mortality Rate","Deaths per 100 Thousand",2023,0.26540484867172903
"NIC","Nicaragua","admin0","Mortality Rate","Deaths per 100 Thousand",2024,0.0992093543619794
"NPL","Nepal","admin0","Incidence Rate","Cases per Thousand",2022,0.000735323461584252
"NPL","Nepal","admin0","Incidence Rate","Cases per Thousand",2023,0.000694340162362328
"NPL","Nepal","admin0","Incidence Rate","Cases per Thousand",2024,0.000658394614975692
"NPL","Nepal","admin0","Infection Prevalence","per 100 Children",2022,0.0000281665607750861
"NPL","Nepal","admin0","Infection Prevalence","per 100 Children",2023,0.0000265744741228619
"NPL","Nepal","admin0","Infection Prevalence","per 100 Children",2024,0.000025258191479153498
"NPL","Nepal","admin0","Mortality Rate","Deaths per 100 Thousand",2022,0.000686651189572673
"NPL","Nepal","admin0","Mortality Rate","Deaths per 100 Thousand",2023,0.000727204143737611
"NPL","Nepal","admin0","Mortality Rate","Deaths per 100 Thousand",2024,0.0008158998730862629
"OMN","Oman","admin0","Incidence Rate","Cases per Thousand",2022,0.000135708630714291
"OMN","Oman","admin0","Incidence Rate","Cases per Thousand",2023,0.0000981852246228487
"OMN","Oman","admin0","Incidence Rate","Cases per Thousand",2024,0.00011718972900942301
"OMN","Oman","admin0","Infection Prevalence","per 100 Children",2022,0.0000051896126376867195
"OMN","Oman","admin0","Infection Prevalence","per 100 Children",2023,0.00000375393595291417
"OMN","Oman","admin0","Infection Prevalence","per 100 Children",2024,0.00000448030867817966
"OMN","Oman","admin0","Mortality Rate","Deaths per 100 Thousand",2022,0.00005401636800610049
"OMN","Oman","admin0","Mortality Rate","Deaths per 100 Thousand",2023,0.00006424202376748929
"OMN","Oman","admin0","Mortality Rate","Deaths per 100 Thousand",2024,0.0000752550331070869
"PAK","Pakistan","admin0","Incidence Rate","Cases per Thousand",2022,16.5138374836102
"PAK","Pakistan","admin0","Incidence Rate","Cases per Thousand",2023,22.0697441949706
"PAK","Pakistan","admin0","Incidence Rate","Cases per Thousand",2024,16.9106393908026
"PAK","Pakistan","admin0","Infection Prevalence","per 100 Children",2022,0.739650970547641
"PAK","Pakistan","admin0","Infection Prevalence","per 100 Children",2023,0.996391773723088
"PAK","Pakistan","admin0","Infection Prevalence","per 100 Children",2024,0.758779672398124
"PAK","Pakistan","admin0","Mortality Rate","Deaths per 100 Thousand",2022,7.9114887979725195
"PAK","Pakistan","admin0","Mortality Rate","Deaths per 100 Thousand",2023,3.41219785446626
"PAK","Pakistan","admin0","Mortality Rate","Deaths per 100 Thousand",2024,3.91941624222076
"PAN","Panama","admin0","Incidence Rate","Cases per Thousand",2022,0.044798484892751796
"PAN","Panama","admin0","Incidence Rate","Cases per Thousand",2023,0.00729785349473691
"PAN","Panama","admin0","Incidence Rate","Cases per Thousand",2024,0.014356647370125099
"PAN","Panama","admin0","Infection Prevalence","per 100 Children",2022,0.0017136859201362402
"PAN","Panama","admin0","Infection Prevalence","per 100 Children",2023,0.00027901198566487997
"PAN","Panama","admin0","Infection Prevalence","per 100 Children",2024,0.00054903491212721
"PAN","Panama","admin0","Mortality Rate","Deaths per 100 Thousand",2022,0.00669750334013768
"PAN","Panama","admin0","Mortality Rate","Deaths per 100 Thousand",2023,0.0102025559258641
"PAN","Panama","admin0","Mortality Rate","Deaths per 100 Thousand",2024,0.00594680831753038
"PER","Peru","admin0","Incidence Rate","Cases per Thousand",2022,0.223779951695239
"PER","Peru","admin0","Incidence Rate","Cases per Thousand",2023,0.183617334219167
"PER","Peru","admin0","Incidence Rate","Cases per Thousand",2024,0.188614503591707
"PER","Peru","admin0","Infection Prevalence","per 100 Children",2022,0.00891110094506048
"PER","Peru","admin0","Infection Prevalence","per 100 Children",2023,0.007253087036668799
"PER","Peru","admin0","Infection Prevalence","per 100 Children",2024,0.00748647590708918
"PER","Peru","admin0","Mortality Rate","Deaths per 100 Thousand",2022,0.026814668256873002
"PER","Peru","admin0","Mortality Rate","Deaths per 100 Thousand",2023,0.0286484041166025
"PER","Peru","admin0","Mortality Rate","Deaths per 100 Thousand",2024,0.025610042050729302
"PHL","Philippines","admin0","Incidence Rate","Cases per Thousand",2022,0.0632615414425139
"PHL","Philippines","admin0","Incidence Rate","Cases per Thousand",2023,0.10004242056814401
"PHL","Philippines","admin0","Incidence Rate","Cases per Thousand",2024,0.100117959261511
"PHL","Philippines","admin0","Infection Prevalence","per 100 Children",2022,0.00245451164128853
"PHL","Philippines","admin0","Infection Prevalence","per 100 Children",2023,0.0039039117235694495
"PHL","Philippines","admin0","Infection Prevalence","per 100 Children",2024,0.00391534376665864
"PHL","Philippines","admin0","Mortality Rate","Deaths per 100 Thousand",2022,0.010940043735318001
"PHL","Philippines","admin0","Mortality Rate","Deaths per 100 Thousand",2023,0.0103723965636046
"PHL","Philippines","admin0","Mortality Rate","Deaths per 100 Thousand",2024,0.00901263885247424
"PNG","Papua New Guinea","admin0","Incidence Rate","Cases per Thousand",2022,108.653383420384
"PNG","Papua New Guinea","admin0","Incidence Rate","Cases per Thousand",2023,100.818126322838
"PNG","Papua New Guinea","admin0","Incidence Rate","Cases per Thousand",2024,103.837545460283
"PNG","Papua New Guinea","admin0","Infection Prevalence","per 100 Children",2022,5.88046597627311
"PNG","Papua New Guinea","admin0","Infection Prevalence","per 100 Children",2023,5.43808144008319
"PNG","Papua New Guinea","admin0","Infection Prevalence","per 100 Children",2024,5.6109914593983605
"PNG","Papua New Guinea","admin0","Mortality Rate","Deaths per 100 Thousand",2022,22.6244078509278
"PNG","Papua New Guinea","admin0","Mortality Rate","Deaths per 100 Thousand",2023,24.486106175926096
"PNG","Papua New Guinea","admin0","Mortality Rate","Deaths per 100 Thousand",2024,23.7140587649771
"PRK","North Korea","admin0","Incidence Rate","Cases per Thousand",2022,0
"PRK","North Korea","admin0","Incidence Rate","Cases per Thousand",2023,0
"PRK","North Korea","admin0","Incidence Rate","Cases per Thousand",2024,0
"PRK","North Korea","admin0","Infection Prevalence","per 100 Children",2022,0
"PRK","North Korea","admin0","Infection Prevalence","per 100 Children",2023,0
"PRK","North Korea","admin0","Infection Prevalence","per 100 Children",2024,0
"PRK","North Korea","admin0","Mortality Rate","Deaths per 100 Thousand",2022,0
"PRK","North Korea","admin0","Mortality Rate","Deaths per 100 Thousand",2023,0
"PRK","North Korea","admin0","Mortality Rate","Deaths per 100 Thousand",2024,0
"PRY","Paraguay","admin0","Incidence Rate","Cases per Thousand",2022,0
"PRY","Paraguay","admin0","Incidence Rate","Cases per Thousand",2023,0
"PRY","Paraguay","admin0","Incidence Rate","Cases per Thousand",2024,0
"PRY","Paraguay","admin0","Infection Prevalence","per 100 Children",2022,0
"PRY","Paraguay","admin0","Infection Prevalence","per 100 Children",2023,0
"PRY","Paraguay","admin0","Infection Prevalence","per 100 Children",2024,0
"PRY","Paraguay","admin0","Mortality Rate","Deaths per 100 Thousand",2022,0
"PRY","Paraguay","admin0","Mortality Rate","Deaths per 100 Thousand",2023,0
"PRY","Paraguay","admin0","Mortality Rate","Deaths per 100 Thousand",2024,0
"RWA","Rwanda","admin0","Incidence Rate","Cases per Thousand",2022,41.0179664375954
"RWA","Rwanda","admin0","Incidence Rate","Cases per Thousand",2023,40.155609529737404
"RWA","Rwanda","admin0","Incidence Rate","Cases per Thousand",2024,40.5259642251793
"RWA","Rwanda","admin0","Infection Prevalence","per 100 Children",2022,2.2304083940396398
"RWA","Rwanda","admin0","Infection Prevalence","per 100 Children",2023,2.220397150636
"RWA","Rwanda","admin0","Infection Prevalence","per 100 Children",2024,2.25007874890971
"RWA","Rwanda","admin0","Mortality Rate","Deaths per 100 Thousand",2022,19.9368865278007
"RWA","Rwanda","admin0","Mortality Rate","Deaths per 100 Thousand",2023,19.4519628167276
"RWA","Rwanda","admin0","Mortality Rate","Deaths per 100 Thousand",2024,19.4769206698475
"SAU","Saudi Arabia","admin0","Incidence Rate","Cases per Thousand",2022,0
"SAU","Saudi Arabia","admin0","Incidence Rate","Cases per Thousand",2023,0
"SAU","Saudi Arabia","admin0","Incidence Rate","Cases per Thousand",2024,0
"SAU","Saudi Arabia","admin0","Infection Prevalence","per 100 Children",2022,0
"SAU","Saudi Arabia","admin0","Infection Prevalence","per 100 Children",2023,0
"SAU","Saudi Arabia","admin0","Infection Prevalence","per 100 Children",2024,0
"SAU","Saudi Arabia","admin0","Mortality Rate","Deaths per 100 Thousand",2022,0
"SAU","Saudi Arabia","admin0","Mortality Rate","Deaths per 100 Thousand",2023,0
"SAU","Saudi Arabia","admin0","Mortality Rate","Deaths per 100 Thousand",2024,0
"SDN","Sudan","admin0","Incidence Rate","Cases per Thousand",2022,66.1409197680728
"SDN","Sudan","admin0","Incidence Rate","Cases per Thousand",2023,65.3217648952786
"SDN","Sudan","admin0","Incidence Rate","Cases per Thousand",2024,65.17886599534759
"SDN","Sudan","admin0","Infection Prevalence","per 100 Children",2022,4.39067018483558
"SDN","Sudan","admin0","Infection Prevalence","per 100 Children",2023,4.232436986352949
"SDN","Sudan","admin0","Infection Prevalence","per 100 Children",2024,4.232620408891529
"SDN","Sudan","admin0","Mortality Rate","Deaths per 100 Thousand",2022,8.69154720404711
"SDN","Sudan","admin0","Mortality Rate","Deaths per 100 Thousand",2023,7.64937163491493
"SDN","Sudan","admin0","Mortality Rate","Deaths per 100 Thousand",2024,7.64508701416609
"SEN","Senegal","admin0","Incidence Rate","Cases per Thousand",2022,80.38248859827141
"SEN","Senegal","admin0","Incidence Rate","Cases per Thousand",2023,132.28138658995002
"SEN","Senegal","admin0","Incidence Rate","Cases per Thousand",2024,142.367410871664
"SEN","Senegal","admin0","Infection Prevalence","per 100 Children",2022,3.32409899959786
"SEN","Senegal","admin0","Infection Prevalence","per 100 Children",2023,5.73731142587914
"SEN","Senegal","admin0","Infection Prevalence","per 100 Children",2024,6.4816120679154405
"SEN","Senegal","admin0","Mortality Rate","Deaths per 100 Thousand",2022,16.6354799091077
"SEN","Senegal","admin0","Mortality Rate","Deaths per 100 Thousand",2023,21.9239574744661
"SEN","Senegal","admin0","Mortality Rate","Deaths per 100 Thousand",2024,22.446595626755002
"SLB","Solomon Islands","admin0","Incidence Rate","Cases per Thousand",2022,88.73159208694679
"SLB","Solomon Islands","admin0","Incidence Rate","Cases per Thousand",2023,103.047078928977
"SLB","Solomon Islands","admin0","Incidence Rate","Cases per Thousand",2024,95.26452450999021
"SLB","Solomon Islands","admin0","Infection Prevalence","per 100 Children",2022,4.3479274771526
"SLB","Solomon Islands","admin0","Infection Prevalence","per 100 Children",2023,5.098432990295191
"SLB","Solomon Islands","admin0","Infection Prevalence","per 100 Children",2024,4.71726629060417
"SLB","Solomon Islands","admin0","Mortality Rate","Deaths per 100 Thousand",2022,19.8895601282797
"SLB","Solomon Islands","admin0","Mortality Rate","Deaths per 100 Thousand",2023,22.721838235676
"SLB","Solomon Islands","admin0","Mortality Rate","Deaths per 100 Thousand",2024,21.3806188521757
"SLE","Sierra Leone","admin0","Incidence Rate","Cases per Thousand",2022,301.00174330457105
"SLE","Sierra Leone","admin0","Incidence Rate","Cases per Thousand",2023,283.972393175734
"SLE","Sierra Leone","admin0","Incidence Rate","Cases per Thousand",2024,282.505211471478
"SLE","Sierra Leone","admin0","Infection Prevalence","per 100 Children",2022,32.3610495873256
"SLE","Sierra Leone","admin0","Infection Prevalence","per 100 Children",2023,30.020084363044102
"SLE","Sierra Leone","admin0","Infection Prevalence","per 100 Children",2024,29.9180759828533
"SLE","Sierra Leone","admin0","Mortality Rate","Deaths per 100 Thousand",2022,151.91338548097198
"SLE","Sierra Leone","admin0","Mortality Rate","Deaths per 100 Thousand",2023,131.43749671852
"SLE","Sierra Leone","admin0","Mortality Rate","Deaths per 100 Thousand",2024,133.267287939934
"SLV","El Salvador","admin0","Incidence Rate","Cases per Thousand",2022,0
"SLV","El Salvador","admin0","Incidence Rate","Cases per Thousand",2023,0
"SLV","El Salvador","admin0","Incidence Rate","Cases per Thousand",2024,0
"SLV","El Salvador","admin0","Infection Prevalence","per 100 Children",2022,0
"SLV","El Salvador","admin0","Infection Prevalence","per 100 Children",2023,0
"SLV","El Salvador","admin0","Infection Prevalence","per 100 Children",2024,0
"SLV","El Salvador","admin0","Mortality Rate","Deaths per 100 Thousand",2022,0
"SLV","El Salvador","admin0","Mortality Rate","Deaths per 100 Thousand",2023,0
"SLV","El Salvador","admin0","Mortality Rate","Deaths per 100 Thousand",2024,0
"SOM","Somalia","admin0","Incidence Rate","Cases per Thousand",2022,54.495609462896404
"SOM","Somalia","admin0","Incidence Rate","Cases per Thousand",2023,55.0697043289005
"SOM","Somalia","admin0","Incidence Rate","Cases per Thousand",2024,54.019097257766305
"SOM","Somalia","admin0","Infection Prevalence","per 100 Children",2022,2.92945341992325
"SOM","Somalia","admin0","Infection Prevalence","per 100 Children",2023,2.93839375119673
"SOM","Somalia","admin0","Infection Prevalence","per 100 Children",2024,2.87571553496303
"SOM","Somalia","admin0","Mortality Rate","Deaths per 100 Thousand",2022,8.71347062763025
"SOM","Somalia","admin0","Mortality Rate","Deaths per 100 Thousand",2023,8.51104333309863
"SOM","Somalia","admin0","Mortality Rate","Deaths per 100 Thousand",2024,8.56597543498355
"SSD","South Sudan","admin0","Incidence Rate","Cases per Thousand",2022,257.795354106362
"SSD","South Sudan","admin0","Incidence Rate","Cases per Thousand",2023,254.43594879169302
"SSD","South Sudan","admin0","Incidence Rate","Cases per Thousand",2024,255.22276837360602
"SSD","South Sudan","admin0","Infection Prevalence","per 100 Children",2022,23.7201711404978
"SSD","South Sudan","admin0","Infection Prevalence","per 100 Children",2023,23.0065528738501
"SSD","South Sudan","admin0","Infection Prevalence","per 100 Children",2024,23.1297320166709
"SSD","South Sudan","admin0","Mortality Rate","Deaths per 100 Thousand",2022,51.52778921538209
"SSD","South Sudan","admin0","Mortality Rate","Deaths per 100 Thousand",2023,47.9757813982381
"SSD","South Sudan","admin0","Mortality Rate","Deaths per 100 Thousand",2024,46.7822811136077
"STP","Sao Tome And Principe","admin0","Incidence Rate","Cases per Thousand",2022,31.245476133344898
"STP","Sao Tome And Principe","admin0","Incidence Rate","Cases per Thousand",2023,17.9124916391227
"STP","Sao Tome And Principe","admin0","Incidence Rate","Cases per Thousand",2024,19.7598780531342
"STP","Sao Tome And Principe","admin0","Infection Prevalence","per 100 Children",2022,1.5933147348330599
"STP","Sao Tome And Principe","admin0","Infection Prevalence","per 100 Children",2023,0.937292637039518
"STP","Sao Tome And Principe","admin0","Infection Prevalence","per 100 Children",2024,1.02267460217809
"STP","Sao Tome And Principe","admin0","Mortality Rate","Deaths per 100 Thousand",2022,1.73365098128411
"STP","Sao Tome And Principe","admin0","Mortality Rate","Deaths per 100 Thousand",2023,1.51085880734984
"STP","Sao Tome And Principe","admin0","Mortality Rate","Deaths per 100 Thousand",2024,1.4350889807924099
"SUR","Suriname","admin0","Incidence Rate","Cases per Thousand",2022,0
"SUR","Suriname","admin0","Incidence Rate","Cases per Thousand",2023,0
"SUR","Suriname","admin0","Incidence Rate","Cases per Thousand",2024,0
"SUR","Suriname","admin0","Infection Prevalence","per 100 Children",2022,0
"SUR","Suriname","admin0","Infection Prevalence","per 100 Children",2023,0
"SUR","Suriname","admin0","Infection Prevalence","per 100 Children",2024,0
"SUR","Suriname","admin0","Mortality Rate","Deaths per 100 Thousand",2022,0
"SUR","Suriname","admin0","Mortality Rate","Deaths per 100 Thousand",2023,0
"SUR","Suriname","admin0","Mortality Rate","Deaths per 100 Thousand",2024,0
"SWZ","Eswatini","admin0","Incidence Rate","Cases per Thousand",2022,0.804912794362482
"SWZ","Eswatini","admin0","Incidence Rate","Cases per Thousand",2023,1.86635459822986
"SWZ","Eswatini","admin0","Incidence Rate","Cases per Thousand",2024,1.29917248886847
"SWZ","Eswatini","admin0","Infection Prevalence","per 100 Children",2022,0.031750711881491006
"SWZ","Eswatini","admin0","Infection Prevalence","per 100 Children",2023,0.076222682108278
"SWZ","Eswatini","admin0","Infection Prevalence","per 100 Children",2024,0.052855433565792795
"SWZ","Eswatini","admin0","Mortality Rate","Deaths per 100 Thousand",2022,0.12826672590681298
"SWZ","Eswatini","admin0","Mortality Rate","Deaths per 100 Thousand",2023,0.31487148390151704
"SWZ","Eswatini","admin0","Mortality Rate","Deaths per 100 Thousand",2024,0.28899576114474
"SYR","Syria","admin0","Incidence Rate","Cases per Thousand",2022,0
"SYR","Syria","admin0","Incidence Rate","Cases per Thousand",2023,0
"SYR","Syria","admin0","Incidence Rate","Cases per Thousand",2024,0
"SYR","Syria","admin0","Infection Prevalence","per 100 Children",2022,0
"SYR","Syria","admin0","Infection Prevalence","per 100 Children",2023,0
"SYR","Syria","admin0","Infection Prevalence","per 100 Children",2024,0
"SYR","Syria","admin0","Mortality Rate","Deaths per 100 Thousand",2022,0
"SYR","Syria","admin0","Mortality Rate","Deaths per 100 Thousand",2023,0
"SYR","Syria","admin0","Mortality Rate","Deaths per 100 Thousand",2024,0
"TCD","Chad","admin0","Incidence Rate","Cases per Thousand",2022,207.23347902997799
"TCD","Chad","admin0","Incidence Rate","Cases per Thousand",2023,204.323651505714
"TCD","Chad","admin0","Incidence Rate","Cases per Thousand",2024,204.844903590056
"TCD","Chad","admin0","Infection Prevalence","per 100 Children",2022,14.3056460890633
"TCD","Chad","admin0","Infection Prevalence","per 100 Children",2023,13.993451257764999
"TCD","Chad","admin0","Infection Prevalence","per 100 Children",2024,14.060438822345
"TCD","Chad","admin0","Mortality Rate","Deaths per 100 Thousand",2022,42.807897086709495
"TCD","Chad","admin0","Mortality Rate","Deaths per 100 Thousand",2023,42.042171484095505
"TCD","Chad","admin0","Mortality Rate","Deaths per 100 Thousand",2024,41.5796471297876
"TGO","Togo","admin0","Incidence Rate","Cases per Thousand",2022,237.070798917429
"TGO","Togo","admin0","Incidence Rate","Cases per Thousand",2023,229.875190065567
"TGO","Togo","admin0","Incidence Rate","Cases per Thousand",2024,228.102358394424
"TGO","Togo","admin0","Infection Prevalence","per 100 Children",2022,20.6169523378273
"TGO","Togo","admin0","Infection Prevalence","per 100 Children",2023,20.33229801798
"TGO","Togo","admin0","Infection Prevalence","per 100 Children",2024,20.299744987948802
"TGO","Togo","admin0","Mortality Rate","Deaths per 100 Thousand",2022,59.2399868932455
"TGO","Togo","admin0","Mortality Rate","Deaths per 100 Thousand",2023,56.832718224166705
"TGO","Togo","admin0","Mortality Rate","Deaths per 100 Thousand",2024,57.052011040025505
"THA","Thailand","admin0","Incidence Rate","Cases per Thousand",2022,0.0060988843377814605
"THA","Thailand","admin0","Incidence Rate","Cases per Thousand",2023,0.006985256626289181
"THA","Thailand","admin0","Incidence Rate","Cases per Thousand",2024,0.0099497612702323
"THA","Thailand","admin0","Infection Prevalence","per 100 Children",2022,0.000233759376867787
"THA","Thailand","admin0","Infection Prevalence","per 100 Children",2023,0.000267754811515577
"THA","Thailand","admin0","Infection Prevalence","per 100 Children",2024,0.000381977553514888
"THA","Thailand","admin0","Mortality Rate","Deaths per 100 Thousand",2022,0.00145438525586581
"THA","Thailand","admin0","Mortality Rate","Deaths per 100 Thousand",2023,0.0015491355584443202
"THA","Thailand","admin0","Mortality Rate","Deaths per 100 Thousand",2024,0.00236682968237731
"TJK","Tajikistan","admin0","Incidence Rate","Cases per Thousand",2022,0
"TJK","Tajikistan","admin0","Incidence Rate","Cases per Thousand",2023,0
"TJK","Tajikistan","admin0","Incidence Rate","Cases per Thousand",2024,0
"TJK","Tajikistan","admin0","Infection Prevalence","per 100 Children",2022,0
"TJK","Tajikistan","admin0","Infection Prevalence","per 100 Children",2023,0
"TJK","Tajikistan","admin0","Infection Prevalence","per 100 Children",2024,0
"TJK","Tajikistan","admin0","Mortality Rate","Deaths per 100 Thousand",2022,0
"TJK","Tajikistan","admin0","Mortality Rate","Deaths per 100 Thousand",2023,0
"TJK","Tajikistan","admin0","Mortality Rate","Deaths per 100 Thousand",2024,0
"TKM","Turkmenistan","admin0","Incidence Rate","Cases per Thousand",2022,0
"TKM","Turkmenistan","admin0","Incidence Rate","Cases per Thousand",2023,0
"TKM","Turkmenistan","admin0","Incidence Rate","Cases per Thousand",2024,0
"TKM","Turkmenistan","admin0","Infection Prevalence","per 100 Children",2022,0
"TKM","Turkmenistan","admin0","Infection Prevalence","per 100 Children",2023,0
"TKM","Turkmenistan","admin0","Infection Prevalence","per 100 Children",2024,0
"TKM","Turkmenistan","admin0","Mortality Rate","Deaths per 100 Thousand",2022,0
"TKM","Turkmenistan","admin0","Mortality Rate","Deaths per 100 Thousand",2023,0
"TKM","Turkmenistan","admin0","Mortality Rate","Deaths per 100 Thousand",2024,0
"TLS","Timor-Leste","admin0","Incidence Rate","Cases per Thousand",2022,0
"TLS","Timor-Leste","admin0","Incidence Rate","Cases per Thousand",2023,0.000168945379475726
"TLS","Timor-Leste","admin0","Incidence Rate","Cases per Thousand",2024,0.00109866966092426
"TLS","Timor-Leste","admin0","Infection Prevalence","per 100 Children",2022,0
"TLS","Timor-Leste","admin0","Infection Prevalence","per 100 Children",2023,0.00000645863675541585
"TLS","Timor-Leste","admin0","Infection Prevalence","per 100 Children",2024,0.000042015754036362
"TLS","Timor-Leste","admin0","Mortality Rate","Deaths per 100 Thousand",2022,0
"TLS","Timor-Leste","admin0","Mortality Rate","Deaths per 100 Thousand",2023,0.000594120520872146
"TLS","Timor-Leste","admin0","Mortality Rate","Deaths per 100 Thousand",2024,0.00033895502523995
"TUR","Turkey","admin0","Incidence Rate","Cases per Thousand",2022,0
"TUR","Turkey","admin0","Incidence Rate","Cases per Thousand",2023,0
"TUR","Turkey","admin0","Incidence Rate","Cases per Thousand",2024,0
"TUR","Turkey","admin0","Infection Prevalence","per 100 Children",2022,0
"TUR","Turkey","admin0","Infection Prevalence","per 100 Children",2023,0
"TUR","Turkey","admin0","Infection Prevalence","per 100 Children",2024,0
"TUR","Turkey","admin0","Mortality Rate","Deaths per 100 Thousand",2022,0
"TUR","Turkey","admin0","Mortality Rate","Deaths per 100 Thousand",2023,0
"TUR","Turkey","admin0","Mortality Rate","Deaths per 100 Thousand",2024,0
"TZA","Tanzania","admin0","Incidence Rate","Cases per Thousand",2022,131.964044504945
"TZA","Tanzania","admin0","Incidence Rate","Cases per Thousand",2023,128.932849626297
"TZA","Tanzania","admin0","Incidence Rate","Cases per Thousand",2024,128.466444648715
"TZA","Tanzania","admin0","Infection Prevalence","per 100 Children",2022,8.53326127908698
"TZA","Tanzania","admin0","Infection Prevalence","per 100 Children",2023,8.5480286488169
"TZA","Tanzania","admin0","Infection Prevalence","per 100 Children",2024,8.557664771039029
"TZA","Tanzania","admin0","Mortality Rate","Deaths per 100 Thousand",2022,21.1781179210092
"TZA","Tanzania","admin0","Mortality Rate","Deaths per 100 Thousand",2023,20.0593581189579
"TZA","Tanzania","admin0","Mortality Rate","Deaths per 100 Thousand",2024,20.0883538958673
"UGA","Uganda","admin0","Incidence Rate","Cases per Thousand",2022,244.921865783823
"UGA","Uganda","admin0","Incidence Rate","Cases per Thousand",2023,236.840125885072
"UGA","Uganda","admin0","Incidence Rate","Cases per Thousand",2024,240.377197649837
